OBJ File,OBJ ID,English Name,Japanese Name,FMA ID,Category,Region,Headache Importance,Headache Type,Recommended Blender Collection,Description,BBox(mm),Buildup,Mirror,Vertices,Faces
FJ3187.obj,FJ3187,Distal phalanx of left ring finger,,FMA23957,Bone,Other,,None,Others,,8.3×15.6×9.1,part_of,,,
FJ3187.obj,FJ3187,Distal phalanx of left ring finger,,FMA23957,Bone,Other,,None,Others,,8.3×15.6×9.1,is_a,,,
FJ3188.obj,FJ3188,Distal phalanx of left thumb,,FMA23951,Bone,Other,,None,Others,,13.1×16×23,part_of,,,
FJ3188.obj,FJ3188,Distal phalanx of left thumb,,FMA23951,Bone,Other,,None,Others,,13.1×16×23,is_a,,,
FJ3189.obj,FJ3189,Distal phalanx of right second toe,,FMA32652,Bone,Other,,None,Others,,11×13.1×7.2,part_of,,,
FJ3189.obj,FJ3189,Distal phalanx of right second toe,,FMA32652,Bone,Other,,None,Others,,11×13.1×7.2,is_a,,,
FJ3190.obj,FJ3190,Distal phalanx of right third toe,,FMA32654,Bone,Other,,None,Others,,8.9×11.4×5.8,part_of,,,
FJ3190.obj,FJ3190,Distal phalanx of right third toe,,FMA32654,Bone,Other,,None,Others,,8.9×11.4×5.8,is_a,,,
FJ3191.obj,FJ3191,Distal phalanx of right fourth toe,,FMA32656,Bone,Other,,None,Others,,8.8×11.2×7,part_of,,,
FJ3191.obj,FJ3191,Distal phalanx of right fourth toe,,FMA32656,Bone,Other,,None,Others,,8.8×11.2×7,is_a,,,
FJ3192.obj,FJ3192,Distal phalanx of right big toe,,FMA32650,Bone,Other,,None,Others,,22.7×25.3×10.9,part_of,,,
FJ3192.obj,FJ3192,Distal phalanx of right big toe,,FMA32650,Bone,Other,,None,Others,,22.7×25.3×10.9,is_a,,,
FJ3193.obj,FJ3193,Distal phalanx of right index finger,,FMA24460,Bone,Other,,None,Others,,9.9×17.1×13.8,part_of,,,
FJ3193.obj,FJ3193,Distal phalanx of right index finger,,FMA24460,Bone,Other,,None,Others,,9.9×17.1×13.8,is_a,,,
FJ3194.obj,FJ3194,Distal phalanx of right little finger,,FMA24463,Bone,Other,,None,Others,,8.3×13.7×12.5,part_of,,,
FJ3194.obj,FJ3194,Distal phalanx of right little finger,,FMA24463,Bone,Other,,None,Others,,8.3×13.7×12.5,is_a,,,
FJ3195.obj,FJ3195,Distal phalanx of right little toe,,FMA32658,Bone,Other,,None,Others,,8.2×10.4×5.2,part_of,,,
FJ3195.obj,FJ3195,Distal phalanx of right little toe,,FMA32658,Bone,Other,,None,Others,,8.2×10.4×5.2,is_a,,,
FJ3196.obj,FJ3196,Distal phalanx of right middle finger,,FMA24461,Bone,Other,,None,Others,,9.5×17.2×13.5,part_of,,,
FJ3196.obj,FJ3196,Distal phalanx of right middle finger,,FMA24461,Bone,Other,,None,Others,,9.5×17.2×13.5,is_a,,,
FJ3197.obj,FJ3197,Distal phalanx of right ring finger,,FMA24462,Bone,Other,,None,Others,,8.3×15.7×9.1,part_of,,,
FJ3197.obj,FJ3197,Distal phalanx of right ring finger,,FMA24462,Bone,Other,,None,Others,,8.3×15.7×9.1,is_a,,,
FJ3198.obj,FJ3198,Distal phalanx of right thumb,,FMA24459,Bone,Other,,None,Others,,13.7×16.2×23,part_of,,,
FJ3198.obj,FJ3198,Distal phalanx of right thumb,,FMA24459,Bone,Other,,None,Others,,13.7×16.2×23,is_a,,,
FJ3199.obj,FJ3199,Ethmoid,,FMA52740,Other,Head,,None,Others,,41.7×47.4×35.1,part_of,,,
FJ3199.obj,FJ3199,Ethmoid,,FMA52740,Other,Head,,None,Others,,41.7×47.4×35.1,is_a,,,
FJ3200.obj,FJ3200,Frontal bone,前頭骨,FMA52734,Bone,Head,★★★☆☆,Multiple,Bones,前頭部の骨。前頭洞性頭痛に関与。,125.3×70.7×109,part_of,,,
FJ3200.obj,FJ3200,Frontal bone,前頭骨,FMA52734,Bone,Head,★★★☆☆,Multiple,Bones,前頭部の骨。前頭洞性頭痛に関与。,125.3×70.7×109,is_a,,,
FJ3201.obj,FJ3201,Hyoid bone,,FMA52749,Bone,Neck,,None,Others,,37.8×34.6×18.5,part_of,,,
FJ3201.obj,FJ3201,Hyoid bone,,FMA52749,Bone,Neck,,None,Others,,37.8×34.6×18.5,is_a,,,
FJ3202.obj,FJ3202,Intervertebral disk of axis,椎間板,FMA25058,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,25.1×18×9.5,part_of,,,
FJ3202.obj,FJ3202,Intervertebral disk of axis,椎間板,FMA25058,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,25.1×18×9.5,is_a,,,
FJ3203.obj,FJ3203,Intervertebral disk of fourth thoracic vertebra,椎間板,FMA13501,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,29.7×29.1×13.3,part_of,,,
FJ3203.obj,FJ3203,Intervertebral disk of fourth thoracic vertebra,椎間板,FMA13501,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,29.7×29.1×13.3,is_a,,,
FJ3204.obj,FJ3204,Intervertebral disk of fifth thoracic vertebra,椎間板,FMA13502,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,30.6×31.7×10.5,part_of,,,
FJ3204.obj,FJ3204,Intervertebral disk of fifth thoracic vertebra,椎間板,FMA13502,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,30.6×31.7×10.5,is_a,,,
FJ3205.obj,FJ3205,Intervertebral disk of sixth thoracic vertebra,椎間板,FMA13503,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,34×35.6×12.1,part_of,,,
FJ3205.obj,FJ3205,Intervertebral disk of sixth thoracic vertebra,椎間板,FMA13503,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,34×35.6×12.1,is_a,,,
FJ3206.obj,FJ3206,Intervertebral disk of seventh thoracic vertebra,椎間板,FMA13504,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,33.9×36.6×12.2,part_of,,,
FJ3206.obj,FJ3206,Intervertebral disk of seventh thoracic vertebra,椎間板,FMA13504,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,33.9×36.6×12.2,is_a,,,
FJ3207.obj,FJ3207,Intervertebral disk of eighth thoracic vertebra,椎間板,FMA13505,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,35.6×35.8×14.6,part_of,,,
FJ3207.obj,FJ3207,Intervertebral disk of eighth thoracic vertebra,椎間板,FMA13505,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,35.6×35.8×14.6,is_a,,,
FJ3208.obj,FJ3208,Intervertebral disk of ninth thoracic vertebra,椎間板,FMA13506,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,37.8×36×15.4,part_of,,,
FJ3208.obj,FJ3208,Intervertebral disk of ninth thoracic vertebra,椎間板,FMA13506,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,37.8×36×15.4,is_a,,,
FJ3209.obj,FJ3209,Intervertebral disk of tenth thoracic vertebra,椎間板,FMA13507,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,38.6×38.1×15.4,part_of,,,
FJ3209.obj,FJ3209,Intervertebral disk of tenth thoracic vertebra,椎間板,FMA13507,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,38.6×38.1×15.4,is_a,,,
FJ3210.obj,FJ3210,Intervertebral disk of eleventh thoracic vertebra,椎間板,FMA13508,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,40.2×40×16.6,part_of,,,
FJ3210.obj,FJ3210,Intervertebral disk of eleventh thoracic vertebra,椎間板,FMA13508,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,40.2×40×16.6,is_a,,,
FJ3211.obj,FJ3211,Intervertebral disk,,FMA10446,Bone,Other,,None,Others,,42.2×39.3×17.4,part_of,,,
FJ3211.obj,FJ3211,Intervertebral disk,,FMA10446,Bone,Other,,None,Others,,42.2×39.3×17.4,is_a,,,
FJ3212.obj,FJ3212,Intervertebral disk of first lumbar vertebra,椎間板,FMA16033,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,42.5×37.8×16,part_of,,,
FJ3212.obj,FJ3212,Intervertebral disk of first lumbar vertebra,椎間板,FMA16033,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,42.5×37.8×16,is_a,,,
FJ3213.obj,FJ3213,Intervertebral disk of third cervical vertebra,椎間板,FMA13896,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,22.6×16×6.2,part_of,,,
FJ3213.obj,FJ3213,Intervertebral disk of third cervical vertebra,椎間板,FMA13896,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,22.6×16×6.2,is_a,,,
FJ3214.obj,FJ3214,Intervertebral disk of second lumbar vertebra,椎間板,FMA16034,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,44.6×37.9×11.5,part_of,,,
FJ3214.obj,FJ3214,Intervertebral disk of second lumbar vertebra,椎間板,FMA16034,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,44.6×37.9×11.5,is_a,,,
FJ3215.obj,FJ3215,Intervertebral disk of third lumbar vertebra,椎間板,FMA16035,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,44.7×38.3×17.4,part_of,,,
FJ3215.obj,FJ3215,Intervertebral disk of third lumbar vertebra,椎間板,FMA16035,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,44.7×38.3×17.4,is_a,,,
FJ3216.obj,FJ3216,Intervertebral disk of fourth lumbar vertebra,椎間板,FMA16036,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,49.2×38.5×23,part_of,,,
FJ3216.obj,FJ3216,Intervertebral disk of fourth lumbar vertebra,椎間板,FMA16036,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,49.2×38.5×23,is_a,,,
FJ3217.obj,FJ3217,Intervertebral disk of fifth lumbar vertebra,椎間板,FMA16037,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,47.3×37.1×28.9,part_of,,,
FJ3217.obj,FJ3217,Intervertebral disk of fifth lumbar vertebra,椎間板,FMA16037,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,47.3×37.1×28.9,is_a,,,
FJ3218.obj,FJ3218,Intervertebral disk of fourth cervical vertebra,椎間板,FMA13897,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,25.5×17.1×10.6,part_of,,,
FJ3218.obj,FJ3218,Intervertebral disk of fourth cervical vertebra,椎間板,FMA13897,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,25.5×17.1×10.6,is_a,,,
FJ3219.obj,FJ3219,Intervertebral disk of fifth cervical vertebra,椎間板,FMA13898,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,28.3×16.5×10.8,part_of,,,
FJ3219.obj,FJ3219,Intervertebral disk of fifth cervical vertebra,椎間板,FMA13898,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,28.3×16.5×10.8,is_a,,,
FJ3220.obj,FJ3220,Intervertebral disk of sixth cervical vertebra,椎間板,FMA13899,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,28.2×16.8×9.6,part_of,,,
FJ3220.obj,FJ3220,Intervertebral disk of sixth cervical vertebra,椎間板,FMA13899,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,28.2×16.8×9.6,is_a,,,
FJ3221.obj,FJ3221,Intervertebral disk of seventh cervical vertebra,椎間板,FMA13900,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,31.3×17.8×11.7,part_of,,,
FJ3221.obj,FJ3221,Intervertebral disk of seventh cervical vertebra,椎間板,FMA13900,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,31.3×17.8×11.7,is_a,,,
FJ3222.obj,FJ3222,Intervertebral disk of first thoracic vertebra,椎間板,FMA10458,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,32.6×19.9×12.8,part_of,,,
FJ3222.obj,FJ3222,Intervertebral disk of first thoracic vertebra,椎間板,FMA10458,Other,Neck,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,32.6×19.9×12.8,is_a,,,
FJ3223.obj,FJ3223,Intervertebral disk of second thoracic vertebra,椎間板,FMA13495,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,31.9×22.9×14.9,part_of,,,
FJ3223.obj,FJ3223,Intervertebral disk of second thoracic vertebra,椎間板,FMA13495,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,31.9×22.9×14.9,is_a,,,
FJ3224.obj,FJ3224,Intervertebral disk of third thoracic vertebra,椎間板,FMA13500,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,29.8×25.9×14.7,part_of,,,
FJ3224.obj,FJ3224,Intervertebral disk of third thoracic vertebra,椎間板,FMA13500,Other,Other,★★☆☆☆,Cervicogenic,Others,頚椎の椎間板。椎間関節性の頸原性頭痛に関与。,29.8×25.9×14.7,is_a,,,
FJ3225.obj,FJ3225,Left tenth rib,,FMA8472,Bone,Other,,None,Others,,106.8×106.4×136,part_of,,,
FJ3225.obj,FJ3225,Left tenth rib,,FMA8472,Bone,Other,,None,Others,,106.8×106.4×136,is_a,,,
FJ3226.obj,FJ3226,Left eleventh rib,,FMA8532,Bone,Other,,None,Others,,93.8×78.1×113.7,part_of,,,
FJ3226.obj,FJ3226,Left eleventh rib,,FMA8532,Bone,Other,,None,Others,,93.8×78.1×113.7,is_a,,,
FJ3227.obj,FJ3227,Left twelfth rib,,FMA8534,Bone,Other,,None,Others,,68.3×38.1×77.8,part_of,,,
FJ3227.obj,FJ3227,Left twelfth rib,,FMA8534,Bone,Other,,None,Others,,68.3×38.1×77.8,is_a,,,
FJ3228.obj,FJ3228,Left first rib,,FMA7987,Bone,Neck,,None,Others,,54.7×66×60.4,part_of,,,
FJ3228.obj,FJ3228,Left first rib,,FMA7987,Bone,Neck,,None,Others,,54.7×66×60.4,is_a,,,
FJ3229.obj,FJ3229,Left second rib,,FMA8012,Bone,Other,,None,Others,,80.9×116.5×85.5,part_of,,,
FJ3229.obj,FJ3229,Left second rib,,FMA8012,Bone,Other,,None,Others,,80.9×116.5×85.5,is_a,,,
FJ3230.obj,FJ3230,Left third rib,,FMA8039,Bone,Other,,None,Others,,94.9×142.4×92.1,part_of,,,
FJ3230.obj,FJ3230,Left third rib,,FMA8039,Bone,Other,,None,Others,,94.9×142.4×92.1,is_a,,,
FJ3231.obj,FJ3231,Left fourth rib,,FMA8148,Bone,Other,,None,Others,,103.4×169×104.2,part_of,,,
FJ3231.obj,FJ3231,Left fourth rib,,FMA8148,Bone,Other,,None,Others,,103.4×169×104.2,is_a,,,
FJ3232.obj,FJ3232,Left fifth rib,,FMA8093,Bone,Other,,None,Others,,111.8×185×119.1,part_of,,,
FJ3232.obj,FJ3232,Left fifth rib,,FMA8093,Bone,Other,,None,Others,,111.8×185×119.1,is_a,,,
FJ3233.obj,FJ3233,Left sixth rib,,FMA8202,Bone,Other,,None,Others,,120.3×189.9×128.9,part_of,,,
FJ3233.obj,FJ3233,Left sixth rib,,FMA8202,Bone,Other,,None,Others,,120.3×189.9×128.9,is_a,,,
FJ3234.obj,FJ3234,Left seventh rib,,FMA8256,Bone,Other,,None,Others,,123.4×175.7×135.1,part_of,,,
FJ3234.obj,FJ3234,Left seventh rib,,FMA8256,Bone,Other,,None,Others,,123.4×175.7×135.1,is_a,,,
FJ3235.obj,FJ3235,Left eighth rib,,FMA8310,Bone,Other,,None,Others,,119.3×158.1×136.7,part_of,,,
FJ3235.obj,FJ3235,Left eighth rib,,FMA8310,Bone,Other,,None,Others,,119.3×158.1×136.7,is_a,,,
FJ3236.obj,FJ3236,Left ninth rib,,FMA8391,Bone,Other,,None,Others,,113.2×128.1×135.3,part_of,,,
FJ3236.obj,FJ3236,Left ninth rib,,FMA8391,Bone,Other,,None,Others,,113.2×128.1×135.3,is_a,,,
FJ3237.obj,FJ3237,Left clavicle,,FMA13323,Bone,Neck,,None,Others,,135.6×92.7×46.7,part_of,,,
FJ3237.obj,FJ3237,Left clavicle,,FMA13323,Bone,Neck,,None,Others,,135.6×92.7×46.7,is_a,,,
FJ3239.obj,FJ3239,Left first costal cartilage,,FMA8005,Other,Other,,None,Others,,36.7×28.5×23.4,part_of,,,
FJ3239.obj,FJ3239,Left first costal cartilage,,FMA8005,Other,Other,,None,Others,,36.7×28.5×23.4,is_a,,,
FJ3240.obj,FJ3240,Left first metacarpal bone,,FMA24465,Bone,Other,,None,Others,,37.3×30.4×37.1,part_of,,,
FJ3240.obj,FJ3240,Left first metacarpal bone,,FMA24465,Bone,Other,,None,Others,,37.3×30.4×37.1,is_a,,,
FJ3241.obj,FJ3241,Left first metatarsal bone,,FMA24508,Bone,Other,,None,Others,,29.5×62.3×43.2,part_of,,,
FJ3241.obj,FJ3241,Left first metatarsal bone,,FMA24508,Bone,Other,,None,Others,,29.5×62.3×43.2,is_a,,,
FJ3242.obj,FJ3242,Left second costal cartilage,,FMA8031,Other,Other,,None,Others,,37.9×20.5×17.8,part_of,,,
FJ3242.obj,FJ3242,Left second costal cartilage,,FMA8031,Other,Other,,None,Others,,37.9×20.5×17.8,is_a,,,
FJ3243.obj,FJ3243,Left second metacarpal bone,,FMA24467,Bone,Other,,None,Others,,30.8×25.3×67.8,part_of,,,
FJ3243.obj,FJ3243,Left second metacarpal bone,,FMA24467,Bone,Other,,None,Others,,30.8×25.3×67.8,is_a,,,
FJ3244.obj,FJ3244,Left second metatarsal bone,,FMA24510,Bone,Other,,None,Others,,30.8×64.9×47.9,part_of,,,
FJ3244.obj,FJ3244,Left second metatarsal bone,,FMA24510,Bone,Other,,None,Others,,30.8×64.9×47.9,is_a,,,
FJ3245.obj,FJ3245,Left third costal cartilage,,FMA8058,Other,Other,,None,Others,,37.6×18.6×17.6,part_of,,,
FJ3245.obj,FJ3245,Left third costal cartilage,,FMA8058,Other,Other,,None,Others,,37.6×18.6×17.6,is_a,,,
FJ3246.obj,FJ3246,Left third metacarpal bone,,FMA24469,Bone,Other,,None,Others,,19.9×30.4×64.4,part_of,,,
FJ3246.obj,FJ3246,Left third metacarpal bone,,FMA24469,Bone,Other,,None,Others,,19.9×30.4×64.4,is_a,,,
FJ3247.obj,FJ3247,Left third metatarsal bone,,FMA24512,Bone,Other,,None,Others,,35.3×62.7×42.8,part_of,,,
FJ3247.obj,FJ3247,Left third metatarsal bone,,FMA24512,Bone,Other,,None,Others,,35.3×62.7×42.8,is_a,,,
FJ3248.obj,FJ3248,Left fourth costal cartilage,,FMA8167,Other,Other,,None,Others,,45.5×14.3×24.5,part_of,,,
FJ3248.obj,FJ3248,Left fourth costal cartilage,,FMA8167,Other,Other,,None,Others,,45.5×14.3×24.5,is_a,,,
FJ3249.obj,FJ3249,Left fourth metacarpal bone,,FMA24471,Bone,Other,,None,Others,,12.4×26×60,part_of,,,
FJ3249.obj,FJ3249,Left fourth metacarpal bone,,FMA24471,Bone,Other,,None,Others,,12.4×26×60,is_a,,,
FJ3250.obj,FJ3250,Left fourth metatarsal bone,,FMA24514,Bone,Other,,None,Others,,40.9×62.5×35.4,part_of,,,
FJ3250.obj,FJ3250,Left fourth metatarsal bone,,FMA24514,Bone,Other,,None,Others,,40.9×62.5×35.4,is_a,,,
FJ3251.obj,FJ3251,Left fifth costal cartilage,,FMA8112,Other,Other,,None,Others,,64.3×19.7×43.6,part_of,,,
FJ3251.obj,FJ3251,Left fifth costal cartilage,,FMA8112,Other,Other,,None,Others,,64.3×19.7×43.6,is_a,,,
FJ3252.obj,FJ3252,Left fifth metacarpal bone,,FMA24473,Bone,Other,,None,Others,,20.1×24.2×54.7,part_of,,,
FJ3252.obj,FJ3252,Left fifth metacarpal bone,,FMA24473,Bone,Other,,None,Others,,20.1×24.2×54.7,is_a,,,
FJ3253.obj,FJ3253,Left fifth metatarsal bone,,FMA24516,Bone,Other,,None,Others,,45.9×65.8×30,part_of,,,
FJ3253.obj,FJ3253,Left fifth metatarsal bone,,FMA24516,Bone,Other,,None,Others,,45.9×65.8×30,is_a,,,
FJ3254.obj,FJ3254,Left sixth costal cartilage,,FMA8221,Other,Other,,None,Others,,79.1×27×59.7,part_of,,,
FJ3254.obj,FJ3254,Left sixth costal cartilage,,FMA8221,Other,Other,,None,Others,,79.1×27×59.7,is_a,,,
FJ3255.obj,FJ3255,Left seventh costal cartilage,,FMA8275,Other,Other,,None,Others,,105.1×42.3×83.8,part_of,,,
FJ3255.obj,FJ3255,Left seventh costal cartilage,,FMA8275,Other,Other,,None,Others,,105.1×42.3×83.8,is_a,,,
FJ3256.obj,FJ3256,Left calcaneus,,FMA24498,Other,Other,,None,Others,,55.8×69.9×49.3,part_of,,,
FJ3256.obj,FJ3256,Left calcaneus,,FMA24498,Other,Other,,None,Others,,55.8×69.9×49.3,is_a,,,
FJ3257.obj,FJ3257,Left capitate,,FMA24447,Other,Other,,None,Others,,15.7×16.8×22.4,part_of,,,
FJ3257.obj,FJ3257,Left capitate,,FMA24447,Other,Other,,None,Others,,15.7×16.8×22.4,is_a,,,
FJ3258.obj,FJ3258,Left cuboid bone,,FMA24529,Bone,Other,,None,Others,,33.2×33.5×29.7,part_of,,,
FJ3258.obj,FJ3258,Left cuboid bone,,FMA24529,Bone,Other,,None,Others,,33.2×33.5×29.7,is_a,,,
FJ3259.obj,FJ3259,Left femur,,FMA24475,Bone,Other,,None,Others,,118.3×62.8×466.2,part_of,,,
FJ3259.obj,FJ3259,Left femur,,FMA24475,Bone,Other,,None,Others,,118.3×62.8×466.2,is_a,,,
FJ3260.obj,FJ3260,Left fibula,,FMA24481,Bone,Other,,None,Others,,35.6×29.6×384.3,part_of,,,
FJ3260.obj,FJ3260,Left fibula,,FMA24481,Bone,Other,,None,Others,,35.6×29.6×384.3,is_a,,,
FJ3261.obj,FJ3261,Left hamate,,FMA24449,Other,Other,,None,Others,,15×22.7×19.4,part_of,,,
FJ3261.obj,FJ3261,Left hamate,,FMA24449,Other,Other,,None,Others,,15×22.7×19.4,is_a,,,
FJ3262.obj,FJ3262,Left humerus,,FMA23131,Bone,Other,,None,Others,,100.7×49.2×307.3,part_of,,,
FJ3262.obj,FJ3262,Left humerus,,FMA23131,Bone,Other,,None,Others,,100.7×49.2×307.3,is_a,,,
FJ3263.obj,FJ3263,Left inferior nasal concha,,FMA54738,Other,Head,,None,Others,,11.3×35.5×15.4,part_of,,,
FJ3263.obj,FJ3263,Left inferior nasal concha,,FMA54738,Other,Head,,None,Others,,11.3×35.5×15.4,is_a,,,
FJ3264.obj,FJ3264,Left intermediate cuneiform bone,,FMA24524,Bone,Other,,None,Others,,19.9×20.7×23.1,part_of,,,
FJ3264.obj,FJ3264,Left intermediate cuneiform bone,,FMA24524,Bone,Other,,None,Others,,19.9×20.7×23.1,is_a,,,
FJ3265.obj,FJ3265,Left lacrimal bone,,FMA53646,Bone,Head,,None,Others,,10.6×14×29,part_of,,,
FJ3265.obj,FJ3265,Left lacrimal bone,,FMA53646,Bone,Head,,None,Others,,10.6×14×29,is_a,,,
FJ3266.obj,FJ3266,Sesamoid bone of left foot,,FMA45098,Bone,Other,,None,Others,,6.8×9.2×6.4,is_a,,,
FJ3267.obj,FJ3267,Left lateral cuneiform bone,,FMA24526,Bone,Other,,None,Others,,25.7×24.2×25.8,part_of,,,
FJ3267.obj,FJ3267,Left lateral cuneiform bone,,FMA24526,Bone,Other,,None,Others,,25.7×24.2×25.8,is_a,,,
FJ3268.obj,FJ3268,Left lunate,,FMA24438,Other,Other,,None,Others,,16.5×16.5×12.7,part_of,,,
FJ3268.obj,FJ3268,Left lunate,,FMA24438,Other,Other,,None,Others,,16.5×16.5×12.7,is_a,,,
FJ3269.obj,FJ3269,Left maxilla,,FMA53650,Bone,Head,,None,Others,,48.9×56.1×69.3,part_of,,,
FJ3269.obj,FJ3269,Left maxilla,,FMA53650,Bone,Head,,None,Others,,48.9×56.1×69.3,is_a,,,
FJ3270.obj,FJ3270,Sesamoid bone of left foot,,FMA45098,Bone,Other,,None,Others,,8.5×12.9×7.4,is_a,,,
FJ3271.obj,FJ3271,Left medial cuneiform bone,,FMA24522,Bone,Other,,None,Others,,28.1×28.5×31,part_of,,,
FJ3271.obj,FJ3271,Left medial cuneiform bone,,FMA24522,Bone,Other,,None,Others,,28.1×28.5×31,is_a,,,
FJ3272.obj,FJ3272,Left nasal bone,,FMA53648,Bone,Head,,None,Others,,9.7×20.2×31.6,part_of,,,
FJ3272.obj,FJ3272,Left nasal bone,,FMA53648,Bone,Head,,None,Others,,9.7×20.2×31.6,is_a,,,
FJ3273.obj,FJ3273,Left palatine bone,,FMA53656,Bone,Head,,None,Others,,29×46.6×43.2,part_of,,,
FJ3273.obj,FJ3273,Left palatine bone,,FMA53656,Bone,Head,,None,Others,,29×46.6×43.2,is_a,,,
FJ3274.obj,FJ3274,Left parietal bone,頭頂骨,FMA52789,Bone,Head,★★☆☆☆,Multiple,Bones,頭頂部の骨。,82.7×146.6×118.5,part_of,,,
FJ3274.obj,FJ3274,Left parietal bone,頭頂骨,FMA52789,Bone,Head,★★☆☆☆,Multiple,Bones,頭頂部の骨。,82.7×146.6×118.5,is_a,,,
FJ3275.obj,FJ3275,Left patella,,FMA24487,Bone,Other,,None,Others,,41.6×21.9×39.3,part_of,,,
FJ3275.obj,FJ3275,Left patella,,FMA24487,Bone,Other,,None,Others,,41.6×21.9×39.3,is_a,,,
FJ3276.obj,FJ3276,Left pisiform,,FMA24442,Other,Other,,None,Others,,8.2×10.6×11.6,part_of,,,
FJ3276.obj,FJ3276,Left pisiform,,FMA24442,Other,Other,,None,Others,,8.2×10.6×11.6,is_a,,,
